time,liquidity_type,liquidity_strength,sweep_direction,sweep_size,bos_strength,fvg_rejected,retracement_depth,time_since_sweep,ny_session,london_session,asian_session,suggested_tp,suggested_sl,max_favorable_excursion,max_adverse_excursion,time_to_target,label
1752568140000,2,1.4820833,-1,0.00010786671988091515,0.0,1.0,0.06818182,3,0,1,0,23132.0,23179.25,1.8780487804878048,1.170731707317073,69,0
1752572640000,2,1.9920833,-1,0.0001941621901495049,1.0,0.0,0.033898305,6,0,1,0,23132.0,23181.0,0.24561403508771928,1.3859649122807018,44,0
1752575640000,2,1.9814583,-1,0.00021566132545450625,1.0,0.0,0.040816326,1,0,1,0,23143.5,23189.5,1.6382978723404256,1.2340425531914894,35,0
1752578580000,2,2.473125,-1,0.0004637318551431098,1.0,0.0,0.030303031,14,0,1,0,23143.5,23192.25,2.359375,0.15625,57,1
1752582360000,2,1.4708333,1,0.00012965403980379022,0.0,1.0,0.33333334,4,1,1,0,23179.25,23135.5,6.631578947368421,0.6842105263157895,4,1
1752583980000,2,2.45625,-1,0.0005820345340490202,0.0,1.0,0.67753625,23,1,1,0,23143.5,23208.0,0.0,1.1797752808988764,27,0
1752586920000,2,1.4541667,1,0.0008534082316085125,0.0,1.0,0.04519774,2,1,1,0,23199.281,23122.75,0.46153846153846156,1.0887573964497042,18,0
1752588360000,2,1.4247917,1,0.0002809656573515745,1.0,0.0,0.07734807,2,1,1,0,23222.75,23120.5,0.8622754491017964,1.1317365269461077,46,0
1752592080000,2,1.4139583,1,0.00017316392129699778,1.0,0.0,0.056818184,10,1,1,0,23222.75,23095.5,1.0602409638554218,1.3132530120481927,109,0
1752598740000,2,0.988125,1,0.00037893141341417203,0.0,1.0,0.37864077,2,1,0,0,23222.75,23082.5,5.09375,1.4375,144,0
1752619020000,3,0.7683333,1,9.7911227154047e-05,0.0,1.0,0.4552239,3,0,0,0,23181.0,22973.75,2.9452054794520546,1.273972602739726,481,0
1752628500000,2,0.9972917,-1,0.00015203509838842796,0.0,1.0,0.5151515,0,0,0,1,22997.0,23025.0,0.0,1.5,2,0
1752628920000,2,0.99645835,-1,7.59903166625053e-05,0.0,1.0,0.225,2,0,0,1,22997.0,23031.0,2.129032258064516,1.096774193548387,29,0
